
	Material	Material Description	SLoc	SL	Plnt	BUn	   Unrestricted	Transit/Transf.	        Blocked	 In Qual. Insp.	 Restricted-Use	        Returns	 Stk in Transit
	2254775	Flat chisel TE-HX FM 50	0001		3002	PC	             9	             0	             0	             0	             0	             0	             0
	2254775	Flat chisel TE-HX FM 50	0001		3010	PC	             1	             0	             0	             0	             0	             0	             0
	2254775	Flat chisel TE-HX FM 50	0001		3014	PC	             4	             0	             0	             0	             0	             0	             0
	2254775	Flat chisel TE-HX FM 50	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	2254775	Flat chisel TE-HX FM 50	0001		3018	PC	             5	             0	             0	             0	             0	             0	             0
	2254775	Flat chisel TE-HX FM 50	0001		3022	PC	             7	             0	             0	             0	             0	             0	             0
	2254775	Flat chisel TE-HX FM 50	0001		8750	PC	             5	             0	             0	             0	             0	             0	             0
	2254776	Flat chisel TE-HX FM 40 (4)	0001	X	8750	PC	            12	             0	             0	             0	             0	             0	             0
	2254777	Flat chisel TE-HX FM 50 (4)	0001		8750	PC	            16	             0	             0	             0	             0	             0	             0
	2254778	Flat chisel TE-H FM 40	0001		3000	PC	            62	             0	             0	             0	             0	             0	             0
	2254778	Flat chisel TE-H FM 40	0001		3016	PC	             5	             0	             0	             0	             0	             0	             0
	2254778	Flat chisel TE-H FM 40	0001		8750	PC	            33	             0	             0	             0	             0	             0	             0
	2254779	Flat chisel TE-H FM 50	0001		3000	PC	           126	             0	             0	             0	             0	             0	             0
	2254779	Flat chisel TE-H FM 50	0001		3002	PC	             6	             0	             0	             0	             0	             0	             0
	2254779	Flat chisel TE-H FM 50	0001		8750	PC	            15	             0	             0	             0	             0	             0	             0
	2254785	Chisel TE-HX SM/FM 40 (4) set	0001	X	8750	PC	            10	             0	             0	             0	             0	             0	             0
	2254786	Chisel TE-HX SM/FM 50 (4) set	0001	X	8750	PC	             5	             0	             0	             0	             0	             0	             0
	2254810	Washer 22,5mm	0001		3000	PC	             5	             0	             0	             0	             0	             0	             0
	2254811	Washer 4mm	0001		3000	PC	             9	             0	             0	             0	             0	             0	             0
	2254812	Washer 13mm	0001		3000	PC	             5	             0	             0	             0	             0	             0	             0
	2254813	Sleeve DCH 150-SL	0001		3000	PC	             5	             0	             0	             0	             0	             0	             0
	2254866	Nut DCH 150-SL	0001		3000	PC	             5	             0	             0	             0	             0	             0	             0
	2254867	Washer 7mm	0001		3000	PC	             9	             0	             0	             0	             0	             0	             0
	2254882	Cordl. ham. dr. driver SF 6H-22 box	0001		3000	PC	             2	             0	             0	             0	             0	             0	             0
	2254883	Cordl. ham. dr. driver SF 6H-22 ca	0001		3000	PC	            59	             0	             0	             0	             0	             0	             0
